"Año","precio_de_venta","km_impulsado","combustible","transmission","Dueño"
2016,400000,45217,2,2,1
2017,1000000,60000,2,1,2
2012,525000,70000,1,2,2
2013,300000,133000,2,2,1
2011,220000,117000,2,2,2
2015,850000,173000,2,2,1
2011,500000,35000,1,2,1
2003,59000,70000,1,2,2
2011,130000,60000,1,2,3
2016,375000,120000,1,2,2
2009,180000,163000,2,2,1
2011,220000,222300,2,2,1
2013,625000,100000,2,2,2
2013,295000,120000,2,2,1
2011,350000,160000,2,2,1
2010,235000,90000,2,2,1
2012,500000,330000,1,2,2
2017,509999,20000,1,2,1
2020,370000,16000,3,2,1
2016,370000,30000,1,2,2
2009,180000,50000,1,2,1
2012,300000,210000,2,2,1
2015,350000,20000,1,2,1
2018,395000,20000,1,2,1
2015,850000,100000,2,2,1
2015,1150000,40000,2,2,1
2016,3500000,35000,2,1,1
2012,280000,120000,2,2,2
2018,775000,50000,2,2,2
2012,420000,100000,2,2,2
2010,310000,91000,1,2,2
2017,1550000,50000,2,2,1
2015,375000,67000,2,2,1
2015,500000,40000,1,2,1
2013,300000,100000,2,2,2
2008,155000,120000,1,2,2
2013,350000,185000,2,2,1
2016,950000,75000,2,1,3
2015,350000,80000,2,2,3
2019,1900000,30000,2,1,1
2020,537000,5000,1,2,1
2019,585000,10000,1,2,1
2002,56000,60000,1,2,1
2012,350000,140000,2,2,1
2019,700000,19000,1,2,1
2017,849000,44600,2,2,1
2014,574000,28080,1,1,1
2014,484999,28800,1,2,1
2018,360000,21900,1,2,1
2014,575000,28100,1,1,1
2014,550000,110000,2,2,2
2016,700000,100000,2,2,1
2019,825000,7673,2,1,1
2008,114999,100000,1,2,2
2009,150000,75000,1,2,2
2018,851000,50000,2,1,1
2014,550000,40000,1,2,1
2016,890000,40000,2,2,1
2012,265000,100000,1,2,2
2014,900000,110000,2,2,1
2013,210000,96272,2,2,1
2015,1650000,74000,2,1,1
2011,750000,168000,2,2,2
2019,675000,7000,1,2,1
2017,715000,60000,2,2,1
2013,227999,60000,2,2,2
2015,400000,22500,1,2,1
2020,925000,7400,2,1,1
2011,275000,70000,1,2,3
2009,175000,67000,1,2,1
2009,155000,110000,2,2,3
2012,325000,175000,2,2,2
2014,700000,120000,2,2,1
2008,50000,120000,2,2,3
2012,450000,370000,2,2,1
2014,645000,150360,2,2,1
2017,597000,15000,2,2,1
2018,400000,30000,1,1,2
2009,300000,150000,2,2,1
2015,573000,100000,2,2,2
2011,180000,70000,1,2,1
2011,70000,40000,1,2,1
2008,500000,154000,2,2,3
2004,110000,110000,1,2,2
2013,450000,120000,2,2,2
2013,310000,145000,2,2,1
2017,400000,30000,2,2,1
2014,390000,90000,2,2,2
2011,122000,110000,1,2,4
2016,741000,70000,2,2,1
2012,330000,40000,2,2,2
2010,300000,166000,2,2,3
2011,215000,100000,1,2,3
2009,150000,75000,1,2,3
2013,250000,42130,1,2,1
2010,180000,53000,1,2,2
2006,150000,106000,1,2,2
2005,275000,96000,1,2,2
2019,556000,10000,1,2,1
2016,550000,37000,1,2,1
2018,1500000,20000,2,1,1
2017,549000,35000,1,2,1
2016,630000,50000,1,2,1
2020,679000,5000,2,2,1
2011,320000,85000,1,2,1
2017,1125000,47000,2,2,2
2017,680000,71000,2,2,1
2017,1050000,50000,2,2,1
2015,450000,57000,2,2,1
2010,210000,43000,1,2,1
2014,470000,60000,2,2,1
2014,470000,60000,1,2,1
2015,550000,40000,2,2,1
2011,204999,60000,1,2,1
2015,950000,30000,1,1,1
2015,550000,160000,2,2,2
2007,270000,147500,2,2,2
2013,280000,90000,2,2,3
2015,630000,70000,2,2,2
2007,220000,70000,1,2,1
2014,320000,120000,2,2,1
2013,225000,75000,1,2,2
2010,380000,85000,1,2,2
2012,380000,70000,2,2,3
2017,600000,29000,2,2,1
2014,620000,40000,2,2,2
2012,500000,90000,2,1,1
2015,700000,40000,2,1,1
2015,550000,138000,2,2,1
2016,600000,70000,2,2,1
2019,550000,30000,1,2,2
2013,475000,125000,2,2,3
2015,615000,120000,2,2,2
2013,385000,180000,2,2,2
2015,500000,20000,1,2,1
2012,450000,80000,2,2,1
2014,969999,110000,2,2,2
2013,580000,80000,2,2,2
2017,550000,40000,2,2,1
2018,780000,30000,1,2,1
2014,500000,80000,2,2,1
2011,270000,140000,2,2,2
2017,335000,25000,1,2,1
2017,755000,20000,2,2,1
2016,651000,42323,2,2,1
2011,1075000,42545,2,1,1
2016,690000,32000,2,2,1
2017,589000,41232,2,2,1
2015,445000,40200,2,2,1
2013,475000,48000,2,2,2
2014,465000,27233,2,2,1
2011,225000,35000,1,2,1
2005,310000,200000,2,2,2
2016,445000,63000,2,2,1
2015,445000,62000,2,2,1
2012,450000,68240,2,2,1
2008,450000,78000,2,2,1
2017,525000,38000,2,2,2
2010,200000,35000,1,2,1
2018,611000,9000,1,2,1
2016,819999,39000,2,2,1
2016,825000,39000,2,2,1
2015,599000,92651,2,2,1
2018,490000,28000,1,2,1
2017,340000,30000,1,2,1
2009,1000000,80000,1,1,3
2018,1237000,46000,2,2,1
2013,350000,70000,2,2,2
2000,31000,56194,1,2,4
2018,695000,40000,1,2,1
2015,270000,40000,1,2,1
2016,790000,120000,2,2,1
2016,590000,120000,2,2,1
2017,635000,120000,1,1,1
2015,540000,110000,2,2,2
2012,265000,67000,2,2,2
2014,600000,50000,2,2,1
2012,409999,100000,2,2,2
2015,525000,80000,2,2,2
2011,150000,50000,2,2,1
2007,55000,70000,1,2,3
2011,130000,70000,1,2,2
2017,925000,50000,2,2,1
2017,690000,65000,2,2,2
2012,560000,200000,2,2,2
2018,950000,7500,2,2,1
2017,695000,65000,2,2,2
2013,450000,35000,1,2,2
2013,2000000,60000,2,1,1
2009,229999,71000,1,2,1
2017,300000,30000,1,2,1
2012,200000,50000,1,2,2
2008,725000,80000,2,1,2
2011,235000,90000,1,2,2
2017,666000,13000,1,2,1
2000,65000,100000,1,2,3
2004,85000,80000,1,2,3
2018,834000,30000,2,2,1
2012,430000,120000,2,2,1
2010,360000,120000,2,2,2
2014,240000,70000,1,2,1
2016,210000,210000,2,2,1
2010,135000,148000,2,2,2
2017,700000,54188,2,2,1
2017,750000,60000,2,2,1
2012,425000,90000,2,2,1
2011,150000,100000,1,2,3
2014,215000,40000,1,2,1
2014,225000,35000,1,2,1
2017,330000,20000,1,2,1
2007,54000,144000,4,2,2
2014,374000,54043,1,1,1
2012,549000,66657,2,1,1
2016,390000,42000,2,2,2
2013,455999,35582,1,2,1
2013,453000,54327,1,1,2
2016,579000,7949,1,2,1
2010,258000,59734,1,1,1
2012,428000,49185,1,2,1
2011,262000,56389,1,2,1
2013,389000,58245,1,2,1
2015,346000,36422,1,2,1
2011,339000,42535,1,2,1
2011,272000,40736,1,1,1
2012,369000,56246,1,2,1
2011,277000,55403,1,2,1
2018,535000,30000,1,2,1
2015,265000,67000,1,2,1
2013,400000,70000,1,2,1
2014,459999,90000,2,2,2
2019,667000,7500,1,2,1
2011,300000,80000,2,2,2
2012,229999,186000,2,2,1
2016,200000,110000,2,2,2
2005,150000,120000,2,2,3
2012,280000,105358,2,2,3
2014,590000,70000,1,2,2
2010,142000,49200,1,2,2
2017,850000,40000,1,2,1
2014,600000,40000,2,2,2
2017,700000,40000,2,2,1
2013,200000,70000,1,2,1
2016,900000,110000,2,2,1
2014,220000,100000,1,2,1
2018,650000,10000,1,1,2
2017,3100000,70000,2,1,1
2016,1500000,100600,2,2,2
2012,1800000,50000,2,1,1
2014,800000,136000,2,2,1
2017,2100000,48000,2,1,2
2010,250000,110000,2,2,3
2012,550000,86000,2,2,1
2009,125000,141000,1,2,2
2011,450000,80000,1,2,3
2015,850000,140000,2,2,1
2014,459999,65000,2,2,2
2014,434999,110000,2,2,2
2008,120000,100000,2,2,2
2015,600000,80000,2,2,1
2008,135000,90000,1,2,2
2016,550000,44000,1,2,1
2014,385000,25000,1,2,1
2016,800000,25000,1,2,1
2016,780000,35000,2,2,1
2008,100000,195000,1,2,2
2017,650000,60000,2,2,1
2004,50000,50000,1,2,1
2012,425000,100000,2,2,2
2015,500000,70000,2,2,1
2017,590000,30000,2,2,1
2016,459999,27000,1,2,1
2020,578000,5000,1,2,1
2012,550000,110000,2,2,2
2013,465000,80000,1,2,2
2018,890000,80000,2,2,1
2014,250000,110000,2,2,1
2018,420000,35000,1,1,1
2017,550000,20000,1,2,1
2018,270000,20000,1,2,1
2018,700000,7800,1,1,1
2017,500000,20000,1,2,1
2019,1250000,15000,2,2,1
2013,320000,31377,1,2,2
2018,700000,50000,2,2,1
2015,290000,60000,1,2,1
2012,550000,100000,1,1,1
2012,265000,60000,1,2,1
2018,830000,5000,1,1,1
2017,800000,60000,2,2,1
2011,160000,25000,1,2,2
2018,335000,30000,1,2,1
2017,329000,80000,1,2,2
2017,775000,75000,2,2,1
2020,524000,32000,1,2,1
2015,245000,40000,1,2,1
2012,275000,93000,1,2,2
2015,610000,50000,2,2,2
2015,615000,60000,2,2,1
2014,684000,60000,2,2,2
2014,680000,64000,2,2,2
2014,500000,120000,2,2,1
2014,520000,120000,2,2,1
2012,390000,140000,2,2,2
2012,434999,135000,2,2,3
2010,350000,166000,2,2,2
2018,675000,60000,2,2,1
2011,1350000,81500,2,1,2
2011,1350000,80000,2,1,1
2019,675000,5000,1,2,1
2016,725000,30000,2,2,1
2019,1200000,15000,2,2,1
2018,650000,40000,2,2,1
2019,1090000,16500,1,2,1
2017,1100000,67000,2,1,1
2017,670000,48000,2,2,1
2018,780000,35000,2,2,1
2017,720000,60000,2,2,1
2018,610000,52000,1,2,1
2017,600000,29000,2,2,1
2016,535000,50000,2,2,1
2009,142000,110000,1,2,1
2017,515000,23000,1,2,1
2016,335000,40000,1,2,1
2017,957000,60000,2,2,1
2017,605000,127000,2,2,1
2013,316000,140000,2,2,1
2019,675000,5000,1,2,1
2015,520000,70000,2,2,1
2011,265000,60000,2,2,1
2016,395000,40000,1,2,2
2016,385000,40000,1,2,2
2009,142000,70000,1,2,2
2009,160000,35000,1,2,1
2012,180000,50000,2,2,3
2013,480000,42462,1,2,1
2015,470000,54723,2,2,1
2018,480000,20375,1,2,1
2013,450000,43978,2,2,2
2017,520000,28832,2,2,1
2019,700000,3177,1,2,1
2015,400000,39414,1,2,1
2012,200000,30078,1,2,1
2012,250000,44588,1,2,1
2015,400000,49907,1,2,1
2013,371000,67082,1,2,2
2016,450000,40000,1,2,1
2016,570000,112879,2,2,2
2013,300000,80000,1,2,2
2017,620000,25000,1,2,1
2018,949000,10200,1,2,1
2018,750000,60000,2,2,1
2017,350000,20000,1,2,2
2017,1250000,60000,2,2,1
2016,270000,30000,1,2,3
2013,235000,40000,1,2,2
2016,500000,60000,1,2,1
2012,220000,111000,1,2,1
2014,380000,70000,2,2,2
2010,160000,100000,1,2,3
2010,160000,100000,1,2,3
2017,339000,25000,1,2,1
2011,229999,100000,1,2,1
2016,400000,35000,2,2,1
2018,470000,25000,2,2,1
2003,45000,58000,1,2,1
2019,575000,20000,1,2,1
2019,325000,1300,1,2,1
1997,50000,120000,1,2,2
2014,350000,15000,1,2,1
2017,2711000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2016,300000,25000,1,2,1
2014,540000,150000,2,2,1
2018,580000,10000,1,2,1
2015,1000000,70000,2,2,1
2017,459999,80000,2,2,1
2015,635000,50000,2,2,1
2014,650000,83000,2,2,3
2013,525000,116000,2,2,2
2015,350000,60000,1,2,3
2008,320000,175802,2,2,3
2006,450000,192000,2,2,4
2011,227000,73840,1,2,1
2011,325000,162000,2,2,2
2018,275000,20000,1,1,1
2013,300000,75000,1,2,3
2011,400000,320000,2,2,3
2015,550000,120000,2,2,2
2016,550000,20000,1,2,1
2017,900000,40000,2,1,1
2010,165000,20000,1,2,1
2014,210000,70000,1,2,1
2016,650000,30000,2,2,1
2014,680000,120000,2,2,1
2019,390000,25000,1,2,1
2016,260000,80000,1,2,1
2013,450000,67000,1,2,1
2008,130000,120000,1,2,2
2019,890000,9000,2,2,1
2019,3800000,20000,2,1,1
2010,225000,80000,1,2,2
2018,3200000,60000,2,1,1
2010,210000,120000,2,2,1
2014,3500000,60000,2,1,1
2014,750000,80000,2,2,2
2011,350000,120000,2,2,2
2017,270000,26442,1,2,1
2017,700000,35000,1,2,1
2010,130000,28000,1,2,2
2015,650000,80000,2,2,1
2005,55000,39000,1,2,1
2017,475000,20000,1,1,1
2013,325000,50000,2,2,1
2017,615000,40000,1,1,1
2015,390000,15000,1,2,1
2019,650000,15000,1,1,1
2015,440000,30000,1,2,1
2014,600000,70000,2,2,1
2012,170000,80000,1,2,1
2013,499000,80000,2,2,1
2012,525000,120000,2,2,1
2015,580000,90000,2,2,1
2016,420000,110000,2,2,2
2015,1300000,120000,2,2,1
2016,800000,80000,2,2,1
2020,600000,5000,1,2,1
2017,400000,50000,1,2,1
2017,700000,65000,2,2,1
2017,800000,35000,2,2,1
2015,600000,90000,2,2,1
2016,580000,100000,2,2,1
2016,350000,15000,1,2,1
2011,204999,147000,2,2,1
2017,1350000,20000,2,2,1
2009,310000,120000,2,2,2
2011,700000,250000,2,2,2
2016,459999,69000,2,2,2
2017,860000,80000,2,2,1
2012,275000,97000,4,2,3
2016,390000,15000,1,2,1
2018,1525000,50000,2,2,1
2005,110000,50800,1,2,2
2017,484999,10000,1,2,1
2018,5830000,30000,2,1,1
2012,185000,60000,1,2,2
2018,665000,40142,2,2,1
2019,721000,9400,1,2,1
2016,390000,62000,2,2,1
2011,190000,90000,2,2,1
2019,975000,12584,2,2,1
2016,275000,49000,1,2,1
2016,315000,32000,1,2,1
2019,685000,4300,1,2,1
2019,595000,14548,1,2,1
2018,900000,44772,2,2,2
2018,950000,48500,2,2,1
2016,275000,38000,1,2,1
2017,570000,28782,1,2,1
2018,700000,28451,1,2,1
2018,910000,36500,2,2,1
2018,751000,44885,2,2,1
2014,225000,35000,1,2,1
2009,135000,110000,2,2,2
2017,825000,79000,2,2,1
2015,1650000,91000,2,1,2
2018,875000,50000,2,2,1
2016,650000,81000,2,2,2
2019,1450000,22000,1,1,1
2017,975000,41000,2,2,1
2019,925000,50000,2,2,1
2016,725000,66000,2,2,1
2013,550000,65000,2,2,1
2014,550000,76000,2,2,1
2013,750000,95000,2,2,1
2013,475000,55000,1,2,2
2017,325000,65000,1,2,1
2017,725000,76000,2,2,1
2018,775000,47000,1,2,2
2017,625000,70000,2,2,1
2009,195000,56000,1,2,2
2014,470000,89000,2,2,1
2017,1750000,98000,2,2,1
2016,1650000,90000,2,2,1
2018,1050000,70000,2,2,1
2013,380000,57000,2,2,1
2017,650000,70000,2,2,1
2016,275000,49200,1,2,1
2009,220000,125000,1,2,2
2008,200000,60000,1,2,2
2015,315000,120000,1,2,2
2004,90000,110000,1,2,3
2007,120000,70000,1,2,2
2006,90000,168000,1,2,2
2018,1500000,30000,2,2,1
2015,370000,60000,2,2,1
2016,595000,131111,2,2,1
2007,150000,120000,2,2,2
2012,400000,58400,2,2,2
2016,310000,23400,1,2,2
2018,385000,50000,1,2,1
2005,105000,158107,1,2,2
2014,750000,90000,2,2,1
2019,521000,3010,1,1,1
2010,180000,80000,2,2,1
2011,220000,155000,2,2,2
1998,40000,70000,1,2,2
2018,540000,4000,1,2,1
2007,140000,35000,1,2,2
2003,200000,121000,1,2,1
2015,650000,110000,2,2,2
2010,229999,170000,2,2,2
2010,305000,175000,2,2,3
2018,1400000,30000,2,2,1
2008,200000,163000,2,2,1
2008,200000,163000,2,2,1
2010,465000,77088,2,2,1
2011,210000,110000,2,2,3
2016,570000,136511,2,2,1
2015,570000,80000,1,2,1
2015,650000,60000,1,2,1
2016,620000,36000,1,2,1
2012,250000,65000,1,2,2
2011,1000000,50000,2,1,1
2012,300000,60000,4,2,1
2013,300000,82500,2,2,1
2018,810000,30000,2,2,2
2011,270000,100000,2,2,3
2015,470000,70000,2,2,2
2017,400000,85000,2,2,1
2014,300000,60000,1,2,2
2015,170000,20000,1,2,3
2014,455999,80000,2,2,1
2009,121000,100000,2,2,2
2002,35000,75000,1,2,2
2005,85000,100000,1,2,1
2016,650000,80000,2,2,2
2017,350000,35000,1,2,1
2013,125000,139000,2,2,1
2005,80000,90000,1,1,2
2009,120000,120000,1,2,1
2008,250000,100000,1,2,1
2011,225000,90000,2,2,1
2007,215000,105000,2,2,2
2017,450000,40000,2,2,2
2017,509999,90000,1,2,1
2015,245000,36710,1,2,2
2018,400000,50000,2,2,1
2016,620000,28180,2,2,1
2017,650000,44000,2,2,1
2019,1700000,15000,2,2,1
2019,590000,4000,1,2,1
2014,370000,30000,2,2,1
2013,350000,15000,1,2,1
2017,580000,20000,1,2,1
2018,450000,56000,1,2,1
2017,600000,19000,1,2,1
2016,2400000,30000,2,1,1
2017,450000,70000,1,2,1
2009,150000,30000,2,2,1
2019,400000,15000,1,2,1
2013,185000,85000,1,2,1
2018,625000,50000,1,1,1
2019,700000,20000,1,2,1
2017,390000,25000,1,2,1
2018,625000,25000,1,2,1
2014,400000,50000,1,2,1
2011,380000,150000,2,2,4
2009,400000,90000,1,1,1
2019,620000,100000,1,2,1
2008,190000,180000,2,2,2
2013,210000,50000,1,2,2
2012,270000,80000,2,2,3
1999,45000,100000,1,2,3
2014,220000,93000,1,2,2
2014,550000,11500,2,2,1
2013,370000,120000,1,2,1
2006,95000,100000,1,1,2
2015,650000,50000,2,2,1
2012,550000,120000,1,2,1
2010,225000,100000,2,2,2
2004,40000,57000,1,2,2
2016,280000,60000,1,2,1
2017,570000,44077,1,1,1
2017,290000,90000,1,2,2
2018,720000,50000,2,2,2
2017,800000,60000,2,2,1
2012,265000,20000,1,2,3
2010,135000,90000,1,2,3
2016,350000,70000,2,2,2
2008,200000,80000,1,2,2
2016,490000,80000,2,2,1
2012,450000,72000,2,2,2
2016,950000,50000,2,2,1
2012,355000,90000,1,2,2
2019,700000,17000,1,2,1
2012,459999,70000,2,2,1
2012,350000,74000,2,2,2
2006,85000,60000,1,2,2
2016,290000,15000,1,2,1
2019,1000000,72000,2,2,1
2008,85000,25000,1,2,2
2003,65000,114000,1,2,1
2005,75000,120000,1,2,1
2003,100000,250000,2,2,2
2009,170000,55768,2,2,1
2017,525000,40000,1,1,1
2020,265000,70000,1,2,2
2018,459999,50000,1,2,1
2017,250000,20000,1,2,1
2013,395000,70000,2,2,2
2014,375000,60000,1,2,1
2009,120000,120000,2,2,1
2011,290000,110000,2,2,2
2017,409999,60000,1,2,1
2009,200000,30000,1,2,1
2018,900000,35000,2,2,1
2003,50000,50000,1,2,3
2012,450000,100000,2,2,1
2012,650000,80000,2,2,3
2014,300000,84000,2,2,2
2014,425000,60000,2,2,1
1998,55000,50000,1,2,2
2011,200000,60000,1,2,2
2015,975000,100000,2,2,1
2013,450000,70000,2,2,1
2014,600000,82500,2,2,2
2014,550000,76000,2,2,1
2011,180000,87000,2,2,1
2010,300000,120000,2,2,1
2016,350000,70000,1,2,2
2014,465000,90000,2,2,1
2010,200000,188000,2,2,2
2014,350000,120000,2,2,2
2015,650000,80000,1,2,1
2010,150000,123278,1,2,2
2014,560000,100000,2,2,2
2015,625000,90000,2,2,1
2012,220000,110000,2,2,1
2013,250000,110000,2,2,1
2018,575000,70000,2,2,1
2015,1050000,65000,2,2,1
2015,3000000,70000,2,1,2
2012,200000,90000,2,2,3
2016,262000,50000,1,2,1
2018,299000,33000,1,2,1
2015,250000,26500,1,2,1
2011,140000,60000,1,2,4
2013,360000,70000,2,2,3
2015,210000,80000,1,2,1
2017,600000,60000,2,2,1
2011,210000,100000,2,2,1
2011,300000,80000,2,2,2
2016,450000,35000,1,2,1
2018,3200000,35000,2,1,1
2019,550000,10000,1,2,1
2011,100000,80000,2,2,1
2012,185000,50000,1,2,2
2006,80000,90000,1,2,2
2017,295000,80000,1,2,1
2017,360000,25000,1,2,1
2014,210000,70000,1,2,1
2019,585000,80000,1,1,1
2016,560000,50000,2,2,1
2015,600000,70000,2,2,1
2017,330000,60000,1,2,1
2019,990000,15000,1,2,1
2012,300000,90000,2,2,1
2018,650000,28000,1,2,1
2019,695000,20000,1,1,1
2014,300000,60000,2,2,1
2015,270000,22000,1,2,1
2010,185000,70000,2,2,2
2013,200000,80000,2,2,1
2019,459999,35000,3,2,1
2018,860000,60000,2,2,1
2018,400000,20000,1,2,1
2013,240000,142000,2,2,2
2015,570000,72000,2,2,1
2018,850000,90000,2,2,1
2011,155000,80000,2,2,3
2011,270000,125000,2,2,1
2015,610000,33000,1,2,1
2015,1000000,50000,2,2,1
2012,450000,120000,2,2,2
2018,500000,35000,2,2,1
2018,700000,43000,2,2,1
2007,135000,60000,1,2,1
2012,430000,148000,2,2,2
2014,625000,70000,2,2,2
2011,280000,96000,1,2,1
2015,800000,70000,2,2,1
2012,220000,70000,2,2,2
2017,620000,18484,1,2,1
2011,300000,70000,2,2,1
2010,180000,25000,1,2,2
2013,250000,120000,2,2,3
2017,480000,55000,1,2,1
2019,885000,10000,1,2,2
2020,550000,60000,2,2,1
2018,800000,30000,2,2,1
2013,180000,65000,1,2,1
2010,200000,27000,1,2,1
2012,380000,50000,2,2,2
2019,520000,2560,1,1,1
2004,90000,60000,1,2,1
2016,330000,80000,1,2,2
1999,40000,50000,1,2,2
2015,370000,120000,2,2,1
2009,290000,120000,1,2,2
2013,215000,47000,1,2,2
2017,1282000,45000,2,2,1
2012,610000,90000,2,2,1
2013,380000,110000,2,2,2
2017,1250000,95000,2,2,1
2012,400000,103655,2,2,2
2018,700000,25000,1,1,2
2014,650000,80000,2,2,1
2014,95000,50000,1,2,2
2015,1147000,56975,2,2,1
2010,150000,110000,1,2,1
2008,120000,80000,1,2,3
2003,130000,74770,3,2,3
2010,180000,187000,2,2,2
2013,325000,69000,2,2,1
2015,550000,206000,2,2,1
2018,950000,27000,2,2,1
2014,500000,132000,2,2,2
2017,725000,75000,2,2,1
2015,500000,18000,1,2,2
2011,180000,218000,2,2,1
2016,650000,10000,2,2,1
2010,285000,80000,2,2,1
2011,210000,215000,2,2,1
2012,200000,137000,2,2,1
2011,295000,65000,2,2,2
2007,160000,120000,1,2,3
2017,450000,10000,1,1,1
2016,385000,20000,1,2,1
2011,350000,93500,2,2,2
2017,2711000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2017,2711000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2019,558000,70000,2,2,1
2010,165000,56000,1,2,3
2012,300000,80000,2,2,2
2019,500000,5000,1,2,1
2012,900000,100000,2,2,1
2008,830000,60000,2,1,3
2008,890000,70000,2,1,3
2014,640000,65000,2,2,2
2015,900000,70000,2,2,3
2013,450000,60000,2,2,1
2018,825000,82000,2,2,1
2013,500000,80000,2,2,2
2017,325000,5000,1,2,2
2014,450000,133000,2,2,1
2017,675000,25000,1,2,2
2017,415000,15000,1,2,1
2017,1100000,40000,2,2,1
2016,500000,35000,1,2,1
2014,509999,70000,2,2,2
2007,200000,152000,2,2,4
2007,60000,100000,1,2,2
2013,500000,80000,2,2,2
2009,45000,100000,2,2,2
2017,270000,50000,1,2,1
2017,550000,40000,1,2,1
2016,235000,60000,1,2,1
2018,600000,40000,1,2,1
2015,525000,60000,2,2,1
2012,325000,90000,2,2,1
2014,420000,90000,2,2,1
2014,229999,60000,1,2,2
2013,375000,80000,2,2,4
2012,750000,120000,2,2,1
2018,400000,40000,1,2,1
2013,600000,91000,2,2,1
2008,110000,80000,1,2,3
2007,45000,73257,1,2,1
2019,722000,80000,2,2,1
2020,500000,15000,1,2,1
2007,250000,110000,2,2,2
2018,950000,40000,2,2,1
2013,375000,212000,2,2,1
2018,780000,30000,2,2,1
2018,575000,30000,1,2,1
2017,563000,30000,1,2,2
2017,450000,15000,1,2,1
2020,2300000,1000,2,1,1
1999,80000,26320,1,2,1
2010,320000,135000,2,2,2
2008,375000,100000,1,2,3
2017,400000,120000,1,2,1
2011,600000,230000,2,2,1
2016,315000,60000,1,2,2
2012,1100000,80000,2,1,2
2010,350000,190000,2,2,2
2016,375000,120000,1,2,1
2013,1050000,217000,2,2,2
2005,130000,90000,2,2,3
2015,350000,29000,1,2,1
2011,170000,120000,3,2,4
2010,120000,120000,1,2,3
2015,819999,90000,2,2,1
2018,700000,30000,1,2,1
